HA,Carb,DW
0.00019083751478894383,0.9930904005872135,0.5507151550167058
0.19280063453644503,0.3857897180848763,0.3337064723766596
0.4282281267810739,0.16847554927009664,0.35296918416071116
0.0007719618664598504,0.9704258500421022,0.531369590730394
1.0,0.001968838647559686,0.7828353551279755
0.886901716599235,0.00291271656368996,0.811223072887716
0.07160234532115235,0.709167482006403,0.20678847816285967
0.0011536400748661906,0.9515978618958024,0.5186990296834197
0.4567611998766654,0.20009723173462865,0.3439893886846426
0.0033978662047589258,0.9000768870739015,0.4917925268940895
0.001985459153833915,0.9249439475003398,0.5049644213560095
0.00034265578649714717,0.9902518572768292,0.5455439273707677
0.004813182832367233,0.8844619870521933,0.4846123367586251
0.13049029914310006,0.4690832701192366,0.35724935151392884
0.00340055678414166,0.9000758945854127,0.4915981245136923
0.003400510242754393,0.900396111738495,0.48990173266754794
0.07597839298355133,0.7083747336182525,0.2068922071804474
0.5027213040585105,0.5085079222748312,0.0024948706684955785
0.00038810649389645475,0.9702561992326592,0.5360632700846163
0.5059327704845734,0.5136975714045328,0.0013217023877899142
0.5043778232530539,0.5104252699705992,0.0019974913370158372
0.0034577522527669043,0.9001087692323821,0.49049223347453236
0.6817300746630136,0.07362042318344879,0.26524475831716643
0.46973116045454166,0.1408513931311427,0.3931222871358754
0.07165893002235214,0.7139119377079015,0.19883116696157013
0.4414576517057669,0.15913577270389764,0.3584492976816045
0.0010908734329543063,0.951598682346813,0.517939082360952
0.03790187916909229,0.6700520559344492,0.4076936504837986
0.5830888235164101,0.07779651310652552,0.44056186689663135
0.037978042605503304,0.6700953787943646,0.4075507816545351
0.13992572501916892,0.45506520389708016,0.34362065831670696
0.23289757049001092,0.3401063172545185,0.336364420757372
0.015641746793178746,0.7790529338835895,0.4342457297877703
0.07158021014849102,0.7144139082373963,0.19860574626567465
0.002335675819863529,0.9251401927397139,0.5048917950922209
0.00022846071547163663,0.9926657694840323,0.5491519426870839
0.00022848018203249317,0.9924390685959871,0.5490939439194807
0.059278389969651915,0.6082089453647244,0.38409795485886944
0.21628704069735835,0.3582512542339737,0.3377078740823585
0.6196466790492213,0.20165024954814023,0.08396993443618944
0.5855520601783842,0.20165015694334235,0.10365118636516074
0.5038699561680484,0.5096975131879491,0.0022022754891161465
0.47333178831663664,0.5028644650312423,0.02526273318417133
0.49411684729925254,0.5232891187172897,0.0005807106040652239
0.21631874404654877,0.35827402950008813,0.33168704763556006
0.10902491888968358,0.5039022332494976,0.3728648300974521
0.5060008399012653,0.5136898308178615,0.0013213366415943996
0.030332463467719558,0.6991498895731606,0.4091919321816116
0.5496440418464492,0.09268658857800546,0.41869815749767403
0.12023884803323172,0.48521103461771514,0.36259514360647266
0.32517026080013584,0.2504224758826514,0.3289711406627193
0.011134053539443045,0.8146777501516799,0.45180486473234954
0.5362476871404865,0.09959050309893765,0.41303914267624603
0.507422356303911,0.5158529684047753,0.0010215166446624483
0.07908950285276134,0.5618451127264306,0.3942835819425817
0.000287842603504692,0.9911404368903295,0.5479451964690777
0.6976254986414988,0.03171960252492436,0.6706831925531861
0.3106813823868489,0.5493235680491213,0.033438826699891046
0.08831295285721254,0.5428361318104077,0.38506120596714943
0.09925081917382408,0.5381946750423572,0.33578262141147236
0.016704639176916974,0.770659484173988,0.4315351052829033
0.42235386460328544,0.5173375359141358,0.008104087013122723
0.048632322529802124,0.6367100614624213,0.39220521103887024
0.00021553497863051793,0.9931251554935628,0.5494451845641883
0.23295038674630908,0.34014438826449334,0.33259028333304136
0.5045489930964281,0.5104057595786363,0.0021202925195469777
0.8094234571929488,0.05680137338562032,0.42078381090229494
0.9344135293348678,0.0016093923747235437,0.9112909752548158
0.09696788451163045,0.5259386312286182,0.37705334666049845
0.505274263371273,0.51109297330463,0.0018015952089487544
0.00037708399965186596,0.9892254902635442,0.5445650136412545
0.5060460028322413,0.5136652196859048,0.0013201560523795743
0.0901431884365127,0.5561658156031064,0.2499203324842139
0.5037965612710282,0.5090132841830866,0.002220596122548908
0.09720672225247937,0.5260957615801635,0.36999381042571594
0.5140819672333002,0.4627048958204036,0.0033260769348311603
0.6584444972567662,0.05268768846966744,0.6442604927648736
0.07917955906158804,0.5618978224318584,0.3930424931696177
0.46902455584915625,0.1816930237186949,0.3327864001857258
0.05923622592457085,0.6081829292701202,0.3935809048754696
0.7105875800529567,0.04357521033538373,0.5910680300568358
0.8078940844845325,0.00776056984103239,0.7170805345157851
0.3249741000538702,0.2502728800805843,0.33314341078370074
0.4664797729363479,0.5144145261450997,0.002983561848526548
0.44041370297067517,0.5059435555773412,0.026289145833259763
0.5046721623817406,0.5091182082691528,0.002151311530057443
0.06948296770185297,0.5835085011363454,0.3834715430850354
0.506485815124172,0.512904371305589,0.0015166085242484682
0.503764234404592,0.5097666919579443,0.002247702619864013
0.47927029050098335,0.1645018222403336,0.334948578014394
0.7600375277293767,0.017872480981066374,0.7025992309089275
0.006088237211374047,0.8656678587057232,0.4730706905721478
0.22794032854616628,0.34543032081003455,0.336134352395049
0.5143617218868749,0.43274569834780224,0.006704723778083559
0.6154047472544105,0.07972192577564013,0.4104912886498813
0.2517771711641158,0.5740624850680365,0.05446883472823217
0.2775154221771404,0.5583853568138801,0.04472017560642598
0.07145273623421078,0.7156932919547151,0.1982596804517624
0.5148247197193889,0.4853094016916901,0.001292556416729451
0.31091673781574003,0.5472671977097596,0.03304693309043243
0.0007400066515713674,0.9704439227109327,0.5335894107651248
0.0007399230324944134,0.9705542399627126,0.5326085955100454
0.5060396638931965,0.5135848753305113,0.0014072906302394679
0.027813447835990643,0.7097149521384827,0.4127314919400169
0.14849713953738988,0.4426929108669664,0.3465392437379828
0.059229456472849135,0.6081807888058199,0.39447745740266255
0.12036891648305252,0.48530000319314065,0.3607074901931343
0.502773787486552,0.5085591368113697,0.0024894152991605683
0.3251736499997364,0.25042542982213545,0.32086274881586735
0.44964186073836127,0.1538009562327939,0.3511677759311378
0.5030862391512488,0.5086842409702729,0.0024263307001425845
0.04858866439456078,0.6366841844649106,0.3926066378133807
0.24122667139446824,0.5825501545833862,0.05929807656929297
0.4673015837859758,0.5137421134777964,0.003442758332683779
0.03802533372488338,0.670108386162078,0.4061280947462197
0.07921366011014157,0.5619238853785508,0.3820801695491694
0.6007046225583681,0.22085258966360552,0.07209347531562178
0.006061175442078597,0.8655264070498034,0.4748937363968207
0.5372223731684681,0.3300371626719034,0.026768308900750853
0.27734215099752224,0.558586758819864,0.04418890882060955
0.5069281560255485,0.5151757596558965,0.001209692710686429
0.5038880071227146,0.5096533125112085,0.00220615076054888
0.10906512773327684,0.5039284712118781,0.3623470808409704
0.5037659648465593,0.5094284058538164,0.00226782921700015
0.023053648838090687,0.732364851235738,0.4201288974719376
0.00028445888715294005,0.9911408646353989,0.5479405813617286
0.006278523123427763,0.8657067625193513,0.4729448099867986
0.27940307401943026,0.3740352239914301,0.3136952210013848
0.29291611134440915,0.552386961150801,0.03875331188036206
0.5155897804539663,0.38360425794201325,0.013035910755422367
0.016846708295778633,0.7707334952239775,0.4303697544817391
0.00022564556029289773,0.9926266902549475,0.549154812514526
0.9545885853008875,0.002921581580224108,0.623110193677904
0.5047553160693398,0.510801017068261,0.001992990863364289
0.4733584222923241,0.5044307054242045,0.02421968155270294
0.6727255193895642,0.03889747890673918,0.6439032362200662
0.011027161951094646,0.8147256301355761,0.45138706142634627
0.7263855574324839,0.024596705196015645,0.6835576885569654
0.5819374952898267,0.10001284906404413,0.37969349405700065
0.22236088682966776,0.35138012801147367,0.3336414280257257
0.13042452828798515,0.46903667259100135,0.3579686828685191
0.5064858848419794,0.5124227612214327,0.0016130422495424159
0.20939055833936304,0.36607369366124337,0.3398455049159734
0.5306475870394605,0.3459394656836523,0.022435808626031603
0.5228663178005502,0.3500466787168062,0.022435755166796967
0.006973986646035332,0.854877774911281,0.46672180110879724
0.01109206920332639,0.814779859915053,0.45074528629286315
0.558966967672774,0.2509952052804216,0.08600807671257597
0.030320235661106646,0.69917049463271,0.4097709208292064
0.00017869847823493684,0.9935313262189849,0.550821951539495
0.6084501008247272,0.21069294703115674,0.07842619957636607
0.5076976954058767,0.5165087845834627,0.0009591890930052666
0.07168181933213084,0.7133542680146795,0.19889035434942828
0.0003556981937777173,0.9897049001390075,0.5452239274559548
0.5095116231103101,0.40634968196717,0.00890452207785308
0.6215430669596634,0.19614004988405703,0.09111270977567523
0.5044502766088289,0.5094034686561902,0.0021316005881533706
0.31234046275293437,0.4707822343498434,0.037238206877060746
0.6289308462414915,0.06141564807399359,0.4725885527178425
0.07915017919015825,0.5618790759046441,0.39380124370312386
0.3481706441752399,0.2681377703656675,0.3026016072201006
0.8000055552638271,0.01210578964400653,0.723185292410208
0.006923267015819176,0.854848489944902,0.468548577121614
0.20162506816988024,0.37514770266285213,0.32243395215329695
0.12911710647325078,0.547160058823721,0.3279208151435666
0.8565928518195943,0.016252074070933337,0.7090551675709577
0.9793071588592338,0.0022806137920078893,0.6926439158761716
0.8448966578486913,0.0049777433039129935,0.7474029653984637
0.7647995370141324,0.02289362226013584,0.4576074779229737
0.14847891506428718,0.4426803824537776,0.3468866084626696
0.49458052671077934,0.5200136013400609,0.0020715603968594625
0.6270723791601946,0.1935281307074537,0.08877849541715808
0.989506919427849,0.0020704295801540814,0.7349857043399352
0.07153940055306444,0.7156520226109147,0.19849620991875794
0.2929775280215964,0.5514636318278491,0.03906417925522293
0.06956276036464244,0.58356072876908,0.3824365546949815
0.02775833085539048,0.7096847154193284,0.41351915828547764
0.3249987661332361,0.2502922063023064,0.3303761385646726
0.5074188799482836,0.5158654786287808,0.0010159634434926553
0.3621203500050105,0.27891397375270516,0.18604603721156582
0.15662024445034564,0.43190625486958734,0.33362471678620775
0.43461415197844583,0.16419230313130567,0.3542363400057515
0.5925820423574022,0.23257419511842461,0.06565492948265321
0.06936231107130306,0.5834321090254514,0.39445386048296116
0.4673031820482161,0.5141006184516265,0.0032759559561682527
0.7361544208686902,0.033626666809519985,0.6048783582148672
0.0,1.0,0.5710828792667373
0.9504473033722418,0.0,1.0
0.5199041888337342,0.5305003702278326,0.0
0.3249808924450411,0.2502779097829182,0.3319704594370302
0.30020627102637526,0.3221770134593784,0.28485954895581256
0.5556772111299462,0.31199486504021173,0.035201457035978545
0.07439789716248195,0.5723196088486509,0.3919503864899987
0.07439767290158436,0.5729628130439787,0.3838666348422976
0.10904925096618291,0.5039183856627777,0.37057055955552964
0.8100629854636894,0.021645667971116115,0.48275254172927756
0.8099762764270991,0.021725170888003846,0.48269960227627084
0.8084943048236414,0.021765662515308634,0.48107463777515863
0.8074920148527719,0.02223017674846312,0.48068379875276607
0.5007555109744413,0.5067062284502597,0.002986301308673155
0.5009747185396343,0.5066666414238173,0.0029148090903639693
0.46880063223380053,0.49972034945952554,0.02635107551367524
0.468800632228706,0.49972034965940615,0.02635107551368004
0.8073872008560663,0.022238859993310725,0.48000778020848833
0.5008874087614015,0.5072122350143048,0.002845166993831193
0.47032175069106935,0.49852855561934994,0.027537799120987232
0.5010209180510179,0.5074407057275467,0.00278266540153644
0.5012917133085895,0.5068600821546544,0.0028716030971928344
0.5010346977262617,0.5072349801583776,0.002776108638723002
0.006011564500268416,0.8656598124212468,0.4745810875778461
0.004720686367330452,0.8844918327843764,0.4814178362216605
0.0017164274138004657,0.9350551189612223,0.5120022329242476
0.8073916779296496,0.022213869067710657,0.4814512911212779
0.020568571141458304,0.7471204284071341,0.4238600958749738
0.47037407146631255,0.49792164025616203,0.027915419550387656
0.018157507576676512,0.7626454951687517,0.4339733674686949
0.8079018981832435,0.021819998371567107,0.47980878672608346
0.5011871717968581,0.506959421329285,0.002784836300737422
0.031178458183515608,0.6957599224070816,0.4096059207023606
0.5016912999346635,0.5077917950610502,0.0026830015461475477
0.5012504919485257,0.5069122236987024,0.0028720525993595836
0.5018075807355863,0.5075831821926878,0.002686848679366137
0.00038298710176126933,0.9891244833428781,0.5444957082322215
0.04995084771622343,0.6328911729700928,0.3903893303976506
0.0007724087254245733,0.9557696713899699,0.5229806841323276
0.027910095766320607,0.7097259950170074,0.41111634103777195
0.00921975247644019,0.8324548122017086,0.4582376449645462
0.0460064567714663,0.6445862561719623,0.393492624757015
0.06954567885846691,0.5841158069468383,0.379827488974769
0.01817176411285656,0.7626134877249444,0.4290806003816956
0.032418154849735106,0.7475211637720012,0.37172498001661824
0.0336384726916306,0.7460359656584694,0.37289635190214415
0.004728237840747436,0.8844852172271968,0.48096341007289517
0.8080031987877573,0.02181751844957864,0.48038540812678593
0.5020867100202835,0.5083778367847664,0.0025723389568091705
0.003378433892229115,0.9042467287208782,0.4921284500777109
0.09293913951583699,0.5342914947272945,0.3849884633452331
0.5017085223374614,0.5076947761035893,0.0026431861156983373
0.040881429049680916,0.6991440820743885,0.3595690422841355
0.12433861593579147,0.47840919272229365,0.35879264178393877
0.5018369728475037,0.5077200446237491,0.002642951281471074
0.0031769929121463433,0.904133956672147,0.494440308116456
0.04602372931338875,0.6445953570679047,0.39294425639745223
0.04602357825388755,0.6450662664296076,0.3904471381994568
0.01567683433212696,0.7790191915537543,0.43456557264031453
0.015676661164331335,0.7792703739310234,0.4326719125511918
0.16014273783777583,0.42676281937691757,0.3399527549716677
0.5011861423725019,0.5073306659104162,0.0027170494520293497
0.12038435584466987,0.48531010005548597,0.35498151738022554
0.13044236897016956,0.48108699263448557,0.3141498268834392
0.018278495726841804,0.7627472755684311,0.428156779980406
0.06934691650519524,0.583421644642133,0.3945188957725703
0.5028198797164964,0.5077801206389131,0.0024930468354974335
0.041880924473415126,0.656882373142401,0.39916580773424054
0.8600596613372474,0.019020990398426346,0.6496286450676715
0.15656034677234446,0.431865403436715,0.3486615508469702
0.015704213150148503,0.7790791793814801,0.43394545749174496
0.06511630100831296,0.59364304930489,0.39006537849168055
0.06511621286504243,0.594282002134002,0.3784373921000622
0.07506231784704587,0.5880551603630106,0.3354936161615277
0.1959182448328511,0.3820763988740855,0.3272701163930765
0.23742114815018114,0.3353774522410854,0.3265302972807209
